odia_word,desia_word,desia_sentence
କ'ଣ , କଣ/ କାୟଟା , ତୁଇ କାୟ୍‌ ଶାଗ୍‌ ଖାଇବୁସ୍‌ |
କଣ୍ଢେଇ , ପୁତଲା , ଆମର୍‌ ନୁନି ପୁତଲା ପରି ଦିସ୍ଲାନି |
କଦାପି , କେବେମିଶା , କେବେମିଶା ବଡ଼ ମନ୍‌କେ ତଣ୍ଟଡକେ ତଣ୍ଠ୍‌ ନା କଇବାର।
କଣ୍ଟା , କାଟା , ଗଡ଼େ ଲୂଆ କାଟା ମାଣ୍ଠ୍‌ଲେ ସରି ସୂଜି ମାରାଇବାର ଆଟେ।
କଣ୍ଠ , ଶଙ୍ଖନ୍‌ଲା ,  ଜବର୍‌ କାନ୍ଦ୍ଲେ ସରି ଶଙ୍ଖନାଲା ବସିଜାଇସି |
କଣ୍ଠରୂଦ୍ଧ , ତଣ୍ଟି ଟିପ୍ଚିପା , ପିଲାକାନ୍ଦି କାନ୍ଦି ତଣ୍ଢି ଟିପ୍‌ଟିପା ହେଲା ଆଚେ ।
କପୋତ , ପାଣ୍ଡକା , କେନ୍ଦୁ ଗଚେ ଗୋଟେକ୍‌ ପାଣ୍ଡକା ବସ୍‌ଲା ଆଚେ |
କମ୍ବଳ , ରାଗୁ/କମଲ୍‌ ,  ଜବର୍‌ କାକର୍‌ ଲାଗ୍‌ଲାନି ମୋକେ ରାଗୁ ଗୋଟେକ୍‌ ଦିଆ।
କମ୍ପନ , ଥରଥର୍‌ , ତାର୍‌ ଗାଗତ ଥର୍‌ ଥର୍‌ ହେଲାନି |
କରଜ , ବାନ୍ଧା ପକାଇବା , ତାଙ୍କର୍‌ ବେଡ଼ା ଖୁଡ଼ା ବାନ୍ଧା କର୍ଲା ଆତେ |
କରୁଣା , ଦୟା/ ଜୀବନ୍‌ ଦୂକାୟବାଟା , ଭିକାରୀ ମନ୍‌କେ ଜୀବନ୍‌ ଦୂକାୟ୍ବାର୍‌ |
କବାଟ , କପାଟ୍‌ , ଏ ନୁନା କପାଟ୍‌ ଅଲପ୍‌ ଢାପ୍‌ ଘରେ କୁକୁର ପୁର୍ସି|
କଷଣ , ଦୂକା/ ହର୍ବର୍‌ ,  ମୋର ବାବା କେତେକ୍‌ ହର୍ବର୍‌ ହେଇକରି ପାଠ୍‌ ପଡ଼ାଇଲାନି।
କହ , କୟବାଟା , ଯଗୁ ତୋର କାତା କୟ୍ବାଟା ଛନେକ୍‌ ବଦ୍‌ଲା |
କଲମ , ପେନ୍‌ , ଖାତା ପତର୍‌ ଆରି ପେନ୍‌ ଇସ୍କୁଲେ ଦେଲାୟନି |
କକ୍କଂଡ଼ା , କାକଡ଼ା , କଲିଆ ମନ୍‌ କାକଡ଼ା ଖାଇବାୟ୍‌ |
କାକୁଡ଼ି , କାକ୍ଡି , କାକ୍ଡ଼ିକେ ଲୁନ୍‌ ମରିଚ୍‌ ସଙ୍ଗେ ଖାଇବାକେ ବଡ଼େ ସୁଆଦ୍‌ ଲାଗ୍‌ସି।
କାର୍ତ୍ତିକ , ଦିଆଲି ମାସ୍‌ , ଦିଆଲି ମାସେ ଗୋରୁ ଗାଇ ମନ୍କେ ଦିଆଲି ପରବ୍‌କେ ଭାତ୍‌ ଖୁଆଇବାଯ୍‌।
କାନଫୁଲ , କାନ୍‌ଫୁଲ୍‌ , ଆମର୍‌ ନନିକେ କାନ୍‌ଫୁଲ୍‌ ବଡ଼େ ଡଉଲ୍‌ ମାନସି |
କାଣ୍ଡ , ଖେନ୍ଦା , ସେନ୍ଦା ଥାନେ କାଉ ବସ୍‌ଲା ଆଚେ |
କାନ୍ଦୁଲ , କାନ୍ଦୁଲ୍‌ , କାଚା କାନ୍ଦୁଲ୍‌କେ ଚୁନା ଗଲ୍ବାଯେ |
କାମୁଡ଼ି , ଚାବ୍ବାଟା ,  ରଘୁକେ ବାୟା କୁକୁର୍‌ ଚାବ୍ଲା ଆଚେ |
କାମୁଡ଼ିଦେଲା , ଚାବିଦେଲା, ବେଢ଼ା ଥାନେ ମୋକେ କାକ୍ତ଼ା ଚାବିଦେଲା |
କାଳକାଳ , ଯୁଗ୍‌ ଯୁଗ୍‌ , ଯୁଗ୍‌ ଯୁଗ୍‌ ଧରି ଦେଶୀୟା ପରବ୍‌ ମାନଲୁନି |
କାହାଣୀ , କାତାନୀ , ମୋର୍‌ ତକୁ ବଉ ମୋକେ କାତାନୀ କଇଦେଇସି ।
କିଛିକ୍ଷଣ , ଛନେକ୍ ପାରା , ଛନେକ୍‌ ପାରା ଥେବ ମୁଇଁ ତୋର୍‌ ସଙ୍ଗେ ଆୟ୍ବି |
କିଛି ବାଟ୍‌ , ଖଣ୍ଡେକ୍‌ ଦୂର୍‌ , ସେ ଖଣ୍ଡେକ୍‌ ଦୂର ଗାଲାଆଟେ |
କେଉଁଠୁ , କନ୍ଥାନୁ ,  ତୁଇ କନ୍ଥାନୁ ଏଗାଡ଼ି ଘେନି ଆନୁଲୁସ୍‌ |
କେଉଁଥ୍‌ରେ , କାୟଟାଲଗେ ,  ତୁଇ କାଯ୍ଟା ଲଗେ ଖାଇଲୁସ୍‌ |
କେତୋଟି , କେତ୍ଟା ,  ଗଚେ କେତ୍ଟା ଆମ୍‌ ପାଲୋ ଆଚେ |
କେଉଁଠିକି , କନ୍ତି , ତୁଇ କନି ପାଠ୍‌ ପଡ଼ଲୁସ୍ନି |
କେବଳ , ଅବ୍କା , ଆଜି ଆୟା ଅବ୍କା ଭାତ୍‌ ରାନ୍ଦ୍ଲା ଆଚେ |
କୋଇଲି , କୁମାଟି , କୁମାଟି କୁକ୍ଡ଼ା ପାରା ରେଇସି |
କୋକିଶିଆଳ , କେଣ୍ତରା/କଲିଆ , ଶୀତ୍‌ ମାସେ ପେଣ୍ଡରା କଲିଆ ବଡ଼େ କାନ୍ଦା ବାନ୍ଦ୍ବାଯେ |
କଠୋର ସାଧନ , ବେଶି କଷ୍ଟ , ମୁଇଁ ଜବର କଷ୍ଟ କରି ମିସ୍ତ୍ରୀ କାମ୍‌ ଶିଖ୍‌ଲି |
କୌଶଳ , ଚାଲାକ୍‌ , କଲିଆ ଜବର୍‌ ଚାଲାକ୍‌ ତାନେ କୁକଡ଼ା ଧରସି |
କୃମି , କୁର୍ମିକିଡ଼ା / କେଚୁଆ , ପେଟେ କେଚୁଆ ହେଲେ ଗାଗଡ଼୍‌ ନସିଯାଇସି |
କୃଷକ , ଚାଷୀ , ଆମର୍‌ ଚାଷୀମନ୍‌ ଧାନ୍ରଚାଷ କର୍ବାଯ୍‌ |
କୃଷ୍ଣପକ୍ଷ , ଆନ୍ଦାର୍‌ ଦିନ୍‌ ,  ଉଆଁସ୍‌ ଦିନେ ବଡ଼େ ଆନ୍ଦାର୍‌ ହେଇସି |
କ୍ରମରେ , ସରଲଂଗା , ନିଲଗିରି ଗଛ ସର୍ଲଂଗା ବାଡ଼୍‌ସି |
କ୍ଲେଶ , ଦୁକା , କେଡେ ଦୂକା ଶୁକା ଆନେ ତାର୍‌ ପିଲାକେ ସେ ରାଣ୍ଡି ମାଇଁଜି ପଷ୍‌ଲା।
କିଣାବିକା , ଘେନାଚିନା , ହାଟେ ସବୁ ଜିନିଷ୍‌ ଘେନାଚିନା ହେଇସି |
କିରଣ , ତାରାସ୍‌ , ଜନର୍‌ ତାରାସ୍‌ ଉଜଲ୍‌ ଦିଶସି |
କୁଆଡ଼େ , କନ୍‌ବାଟେ , ଆଜି କାଲି ତୁଇ କନ୍ବାଟେ ଯିବୁସ୍‌ |
କୁଣ୍ଡାଇବା , ଖଜାଇବା , ଗାଗଡ଼୍‌ ଖଜାଇଲେ ଓଷ ଲଗାୟବାର୍‌ |
କୂଦା , ଡିଆଁ , ମାଙ୍କଡ଼ି ମନ ଏଡାଲେ ସେ ଡାଲେ ଡିଆଁ ମାର୍ଲାନି|
କୂଳ , ବଂଶ ,  ବଂଶର ଗୋଟେକ୍‌ ଗୋଟେକ୍‌ କାତାନି ଆଚେ |
ଖଇ , ଫୂଲାଲିଆ ,  ଫୁଲାଲିଆର ଲାତୁ ଖାଇଲେ ବଡ଼େ ସୁଆଦ୍‌ ଲାଗ୍ସି |
ଖର୍ଚ୍ଚ , ଖରଚ୍‌ ,  ପରବ୍‌ ମାନ୍‌ବାକେ ଜବର୍‌ ଡାବୁ ଖରଚ୍‌ ହେଇସି |
ଖଜୁରୀ , ଖାଜରୀ / ଖଜ୍‌ରୀ , ଖାଜ୍‌ରୀ କୋଲି ବଡ଼େ ସୁଆଦ ଲାଗସି |
ଖଟ , ଖାଟ୍‌ / ଖଟ୍‌ ,  ବର୍ଷା ମାସେ ତଲେ ନଶଇ ଖାଟ୍‌ ଲଗେ ଶଇବାର୍‌ |
ଖଡ଼ି , ଖଡ଼ି , ପିଲାମନ୍‌ ପାଟା ଥାନେ ଖଡ଼ି ଲଗେ ଲେଖ୍ବାୟେ |
ଖଟା , ଆମ୍‌ଲି ,  ତେତଲି ଜବର୍‌ ଆମଲି ଆଚେ |
ଖମ୍ବଆଳୁ , ଲଙ୍ଗଲକାନ୍ଦା , ଲାଙ୍ଗଲ୍‌ କାନ୍ଦା ଚାଷ କଲେ ଭଲ୍‌ ହେଇସି |
ଖରା , ଖାରା , ଖାରା ଖାରା ବୁଲ୍ତେ ରେଲେ ଗାଗଡ଼୍‌ ନସ୍ସି |
ଖବର , ଖବର୍‌ , ମୁଇଁ ମାମା ଘରେ ଜାଇ କରି ଖବର୍‌ ଦେବାର୍‌ ଆଟେ |
ଖସଡ଼ା , ବିଚଲ୍‌ ,  ପକ୍ନା ବଡ଼୍‌ ବିଚଲ୍‌ ଆଟେ ମୁଇଁ ଅଦ୍ରି ଗାଲି |
ଖସିଗଲା , ଖସରିଗାଲା , ବାଟେ ହିଣଲା ବେଲେ ମୋର୍‌ ଗୋଡ଼୍‌ ଖସ୍ରିଗାଲା |
ଖାଦ୍ୟ , ଖାଦି ,  ବର୍ଷାଦିଦେ ଖାଦି ରେଲେ ନିମାନ୍‌ ହୋଇସି |
ଖୁଡ଼ି , ନିନିମା , ମୋର୍‌ ନିନିମାର୍‌ ନାଉଁ ଭଗ୍ବତି |
ଖୁସି , ସାର୍ଦା , ବିବା ଘରେ ପିଲାଟକି ମନ୍‌ ବଡ଼େ ସାର୍ଦା ହେଇକରି ନାଚ୍ବାୟ୍‌ ଆଚତ୍‌ |
ଖେଳ , ଖେଲ୍‌ ପଡ଼ିଆ , ପିଲାମାନ୍‌ ଖେଲ୍‌ ପଡ଼ିଆ ତାନେ ଖେଲ୍‌ ଖେଲ୍ବା ଆଚତ୍‌ |
ଖେଳନା , ଖେଲ୍ବାଟା , ସାନ୍ଟା ଟକି ପୁତ୍ଲା ଗୋଟେକ୍‌ ଧେରି ଖେଲ୍ଲାନି|
ଖୋଳ , ଖପ୍ରି ,  କଚିମ୍‌ ତାର୍‌ ଖପି ଭିତ୍ରେ ରେଇସି |
ଖୋଲିଦିଅ , ମେଲାକରିଦିଆ , କୁକୁଡ଼ା ମନ୍‌ ଘରେ ପୁରବାୟେ କବାଟ୍‌ ମେଲାକରି ଦିଆସ୍‌।
ଗଛଡାଳୁ , ଗଛ୍‌ ଡାଳନୁ , ମାକଡ଼୍‌ ଗଚ ତାଲ୍‌ନୁ ତଗାଯ୍ଲାଯେ |
ଗଠନ୍‌ , ବନାୟବାଟା , ବାଡାୟ୍‌ କପାଟ୍‌ ବନାୟ୍ଲାନି |
ପଡ଼ିଆ , ନାଲ୍‌/ ବନ୍ଦ , ବନ୍ଦ ଥାନେ ମାଛ ମାନ୍‌ ରେବାୟ୍‌ |
ଗାଧୁଆ ପାଧୁଆ , ପାନି ଆଇବାଟା , ମୁଇଁ ପାନି ଧଇବାକେ ବନ୍ଦେ ଯିବି ଆଚି।
ଗନ୍ଧ , ବାସ୍ନା/ ଗନ୍ଧ ,  କୁକୁର୍‌ ମର୍ଲା ଆଚେ ବଡ଼େ ଗନ୍ଧ୍‌ ହେଲାନି |
ଗଞ୍ଜା , କୁକୁଡ଼ା ଗାଞ୍ଜା , କୁକୁଡ଼ା ଗାଲି ଆନେ ଗାଞ୍ଚା ନେଇକରି ଖେଲାଯ୍ବାୟ |
ଗଣ୍ଠି , ଗଟି , ଗଟି ନିକ କରି ବାନ୍ଦ୍‌ ନୟ୍ଲେ ଖସ୍‌ରି ଜାଇସି |
ଗୋରୀ , ପାଣ୍ଡରୀ , ସେ ଟକି ଗୋଟେକ୍‌ ବଡେ ପାଣ୍ଠରି ଆଚେ |
ଗହନ ବନ , ଜବର କମନ୍‌ , ଆମର୍‌ ଗୀମୁଣ୍ଡେ ଗୋଟେକ୍‌ ବଡ଼ କମନ୍‌ ଆଚେ |
ଗାତ , ବିଲ୍‌ , ବିଲ୍‌ ଲଗେ ମୂଷା ରେବାୟ୍‌ |
ଗାଡ଼ିଆ , ଡବ୍ରା ,  ଆୟ ଥାନେ ବଡ଼େଟା ଡବ୍ରା ଗୋଟେକ୍‌ ଆଚେ |
ଗାଣ୍ଡିଆ , ପୁଡ଼ା , ସେ ଗୋଟ୍‌ ପୁଡ଼ା ବିସ୍ଜୁଟ୍‌ ଧର୍ଲା ଆଚେ |
ଗାମୁଛା , ଗାମ୍ଗ୍‌ ," ଆଗେ ପରବ୍‌ ଆଚେ ଗାମ୍ଗ, ଗୋଟେକ୍‌ ଘେନ୍‌ବାର୍‌ ଆଚେୋ।"
ଗ୍ରୀଷ୍ମ , ଖାରା , ଖାରାଦିନେ ଭୂଇଁ ମନ୍‌ ଟାଙ୍ଗରା ହେଇସି |
ଗୁଳୁଗୁଳି , ଘୁମଘୁମା , ଘୁମଘୁମା ହେଲେ ଆମ୍‌ ପାଟସି |
ଗୁହାରି , ଗୁଆରବାର୍‌ , ମାପୁକେ ମନର୍‌ କାତା ଗୁଆର୍‌ ବାର୍‌ |
ଗେଣ୍ଡା , ଗୁଲି , ରକତ୍‌ ବନ୍ଦାତ୍‌ ହେଲେ ଗୁଲି ଖାଇଲେ ଛାଡ଼ସି |
ଗୋଧ୍‌ , ଗିର୍ନା , ଗିର୍ନା ଚାବ୍ଲେ ଜବର ବିଷ୍‌ ହେଇସି |
ଗୋପାଳକ , ଗାୟଗଉଡ଼୍‌ , ଗୀର୍‌ ସବୁ ଲୋକର୍‌ ଗାଯ୍‌ ଗୋରୁକେ ଗଉଡ଼୍‌ ଚରାଯ୍ସି|
ଗୋଦାମ୍‌  ଗୁଦାମ୍‌ , ଗୁଦାମ୍‌ ଘରେ ଚାଉଲ୍‌ ସଙ୍ଗାୟ୍ବାୟ୍‌ |,
ଗ୍ରନ୍ଛ , ବଡ଼ବହି , ତାଲ୍‌ ପୁସ୍ତକ୍‌ ଗୁଣିଆ ମନ୍‌ ଲଗେ ଆଗେ |
ଘଟ , ପାତ୍ଲି , ପାତ୍ଲି ଆନେ ମଣିଆ ପେଜ୍‌ ବନାୟ୍‌ ବାୟ୍‌ |
ଘାଇ , ଇଟାନ୍‌ ,  ମୋକେ ଗୋଟେକ୍‌ ଉଟାନ୍‌ ହେଲାଆଚେ |
ଘାଇଲା , କାବ୍ରା , ସାଇକେଲ୍‌ ଥାନୁ ଅଦ୍ରି ରାମୁ ଖାଣିଆ କାବ୍ରା ହେଲା ଆଚେ।
ଘୋଷାରି , ଅରଗଡ଼ି ନେବାଟା , ବାଘ୍‌ ଛେଲିକେ ଆର୍‌ଗଡ଼ି ନେଲା ଆଚେ |
ଚକିପେଷା , ଯାତା ," ଯାତା ଲଗେ ମଣିଆ, ବିରି, କୋଲଥ ମନକେ"
ଚଟୁ , ଚାଟୁ ," ଚାଟୁ ଲଗେ ଭାତ୍‌, ବାଟା କର୍ବାଯେ |"
ଚଳପ୍ରଚଳ , ଠହିଣ୍ଡାଚୁଲା , ଡକ୍ରା ଲୋକ୍‌ ମନ୍‌ ଜବର୍‌ ହିଣ୍ଡା ବୁଲା ହେଇ ନାପାରତ |
ଗ୍ନଉଳ , ଚାଉଳ୍‌ , ଅରୁଆ ଚାଉଲର୍‌ ଭାତ୍‌ ଡଉଲ୍‌ ଲାଗ୍ସି |
ଚାକର , କାବାଡ଼ି /ଗତି ," ରଘୁ, ସାଉଁକାର ଘରେ କବାଡ଼ି ଆଚେ |"
ଚାଖୁଛି , ଚାକ୍ଲାନି , ସେ ସାଗ୍‌ କେନା ଆଟେ ବୋଲି ଶାଗ୍‌କେ ଚାକ୍ଲାନି |
ଗ୍ରଖଣ୍ଡ , ବିତା , ଦୁଇ ବିତାକେ ଏକହାତ୍‌ |
ଗନ୍ଦ , ଜନ୍‌ ,  ଜନ୍‌ ଉଦଲେ ଘର୍‌ ଦ୍ଵାର୍‌ ବଡ଼େ ସୁନ୍ଦର୍‌ ଡିସ୍‌ସି |
ଗ୍ବବୁକ , କର୍ଡ଼ା ,  କରଡ଼ା ସଙ୍ଗେ ମାର୍ଲେ ଜବର ଦୁକ୍ସି |
ଚିଙ୍ଗୁଡ଼ି , ଚିଙ୍ଗଡ଼ି , ଚିଙ୍କଡ଼ିକେ ଝଲ୍‌ କର୍ଲେ ବଡ଼େ ସୁଆଦ୍‌ ଲାଗ୍‌ସି |
ଚିରା , ଫାଟଲା , ସେ ଫାଟ୍‌ଲା ଲୁଙ୍ଗି ପିନ୍ଦ୍‌ଲା ଆଚେ |
ଚୂନାମାଛ , ଗୁଣ୍ଡମାଛ , ଗୁଣ୍ମାଛ ଖାଇଲେ ସରି ରକତ୍‌ ହେଇସି |
ଚେତା , ହେତୁ ,  ମୋକେ ତୋର୍‌ କାତା ବଡ଼େ ହେତୁ ଆଯ୍ଲାନି |
ଛଛତୁ , ଛାତି , ଛାତିକେ ସାଗ୍‌ ରାନ୍ଦି ଖାଇବାଯ୍‌ |
ଜଜାଳ , ଜୟଧେରାଯେବା ଦାରୁ , ସର୍‌ଗି ଗଛ୍‌କେ ଜୟ୍‌ ଲାଗାୟ୍ବାର ହେଯ୍ସି |
ଝିଝିପିଝିପି , ବୁରିପାନି , ବୁରି ପାନି ବିଜ୍ଲେ ସରି ଜର୍‌ ହେଯ୍ସି |
ଝୁଣ୍ଢଡି ପଡ଼ିବା , ଝଟାଇବା , ସେ ଯାଉ ଯାଉ ବାଟେ ଝଟାୟ୍ଲା |
ଟ୍‌ଟୋପି , ଟୋପ୍ରି , ଖାରାଦିନେ ଟୋପି ପିନ୍ଦି ବୁଲ୍‌ବାର୍‌ |
ଠାବ୍‌ , ଖଜ୍ବାଟା ,  ତକେ କେତେକ୍‌ ଖଜ୍ଲି ତୁଇ କନି ଜାଇ ରେଲୁସ୍‌ |
ଠେକୁଆ , ଖାଡ଼ା , ଖାଡ଼ା ମନ୍‌ ବନେ ରେବାୟ୍‌ |
ଡକି , ଅନ୍କା , ଅନ୍କା ଲଗେ ପେଜ୍‌ ତୁମି ଖାଇବାଯ୍‌ |
ଡରିଗଲା , ଡରିଗାଲା , ସେ ବାଲୁକେ ଦେଖ୍ଲା ଆରି ଡରିଗାଲା |
ଡାମ୍ପଣ , ଢାପନ୍‌ , ଢାପନ୍‌ ଲଗେ ବାସ୍ତା ସିଲାଯ୍ବାଯ୍‌ |
ତଉଲିଆ , ତୂଆଲ୍‌ , ତୁଆଲ୍‌ ପିନ୍ଦି କରି ବନ୍ଦାଡ଼ ଯିବାୟେ |
ତରଳଝାଡ଼ା , ପାନିଆବନ୍ଦାଡ଼ି , ପାନିଆ ବନ୍ଦାଡ଼ ହେଲେ କସି ଜାମ୍‌ ଖାଇଲେ ବନ୍ଦାଡ଼୍‌ ଛାଡ୍‌ସି |
ତଲୱର୍‌ , ଖାଣ୍ଡା ,  ଆମର୍‌ ଘରେ ବଡ଼େ ଟା ଖାଣ୍ଡା ଗୋଟେକ୍‌ ଆଚେ |
ତାପରଠୁ , ତାର୍ପଚେ , ମୁଇଁ ସାକାଲ୍‌ ବେଲା ଇସୁଲ୍‌ ଗାଲିନୀ ଆରି ତାରପଟେ ଘରେ ଆୟ୍ବି ଆଚି ।
ତେରଛା , ବାକ୍ଟି/ ଟେତାମେଡ଼ା , ସେ ମୋକେ ଚେତ଼ାମେତଡ଼ା କାତା କୟ୍ଲାନି |
ତୋରଣ , ମାଲା , ମନିକେ ଫୁଲ ମାଲା ପିନ୍ଦାୟ୍ଲାଯ୍‌ |
ତୋରାଣୀ , ତୁରାନୀପାନି , ତରାନୀପାନି ଧବ୍‌ ରେଯ୍ସି |
ତୃଣଭୋଜୀ , ଘାସ୍‌ଖାଉ ,  ସମର୍‌ ଗୋଟେକ୍‌ ଘୀସ୍‌ ଖାଉ ପଶୁ |
ତୁରୀ , ମଉରୀ ,  ବିବାଘରେ ମହୁରିଆମନ୍‌ ମଉରୀ ବଜାଯଲାଯ୍ନି |
ଥକି , ଧାକି ,  ସେବେଡ଼ା ଖୁଡ଼ାର୍‌ କାମ କରି ଜବର ଥାକଲା ଆଚେ |
ଥଳି , ମୁନା , ମୁନା ଭରି ଆମ୍‌ ଆଚେ |
ଦରିଆରେ , ସମ୍‌ଦୁର ଲଗେ ,  ସମୁଦର ଲଗେ ବଡ଼୍‌ ବଡ଼୍‌ ମାଛ ମନ୍‌ ରେବାୟ୍‌ |
ଦର୍ଶନ , ଦେଖ୍ବାଟା , ଆଜି ମାପ୍ର ଦେଖ୍ବାକେ ଯିବୁ ଆଚୁ |
ଦାଆ , ଇଲା , ଇଲା ସଙ୍ଗେ ଧାନ୍‌ କାଟ୍ବାଯ୍‌ |
ଦୁଇପ୍ରାନ୍ତ , ଦୁଇଛେଦେ ,  ଆମର ଗୀର ଦୁଇ ଛେଦେ ବନ୍ଦ୍‌ ମନ୍‌ ଆଟେ |
ଦୁଇଫାଳ , ଦୁଇଫାଡ଼ା ,  ଆମ୍କେ ଦୁଇ ଫାଡ଼ା କରି ଆନ୍‌ |
ଦୁଧ , କ୍ଷୀର/ଗରସ୍‌ , କ୍ଷୀର ଖାଇଲେ ଗାଗଡ୍‌ ଠିକ୍‌ ରେଯ୍ସି |
ଦେଶ , ଦେଶ , ଆମର୍‌ ଦେଶର୍‌ ନାଉଁ ଭାରତ୍‌ |
ନଅ ନ ,  ଆମର୍‌ କିଲାସେ ମଟାପିଲା ଆଚୁ |,
ନଡ଼ିଆ , ନଡ଼ିଆ ,  ଆମର୍‌ ଘର୍‌ ନଡ଼ିଆ ଗଛ୍‌ ବଡେ ଡେଙ୍ଗ୍‌ ଆଟେ |
ନଣନ୍ଦ , ନନଦ , ମୁନୁସର୍‌ ସାନ୍ଟା ବଯ୍ନିକେ ନନବ୍‌ ବଲ୍ବାୟ୍‌ |
ନଷ୍ଟକରିବା , ନସ୍‌ ,  ରାଯ୍ଗରୁ ବାଡ଼ି କିଡ଼ିକେ ନସାୟ ଦେଲାୟ୍‌ |
ନାହିଁ କରିବା , ନାଇଁକର୍‌ , ଖରାପ୍‌ କାମ୍‌ ମନ୍‌ ନାର୍କର୍‌ ବାର୍‌ ଆୟ୍‌ |
ନାଏକାଣୀ , ନାଇକାନି , ନାଏକର୍‌ ବାଯ୍ଲେ କେ ନାରକାନି ବଲ୍ବାୟ୍‌ |
ନାମ , ନୀଓ , ତର୍‌ ନାଅଁ କାୟ୍‌ ନୀ ଆୟ୍‌ |
ନାକ , ନାକ୍‌ ,  ନାକ୍‌ ଲଗେ ସୁଙ୍ଗବାକେ ଏସି |
ନାକ ଦଣ୍ଡା , ଦଣ୍ଡା , ନାକ୍‌ ଦଣ୍ଡା ପୁଟ୍ଲେ ବନି ବାର୍ସି |
ନାକୁଆ , ନାକ୍ଟି , ପିଲାର୍‌ ନାକ୍‌ ଟିପେ ନାକ୍ଟି ଲାଗ୍‌ଲା ଆଟେ |
ନାଗସାପ , ନାଗ୍‌ , ନାଗ୍‌ ସାପର୍‌ ଜବର୍‌ ବିଶ୍‌ ଆୟ୍‌ |
ନାଗେଶ୍ଵରୀଂବାଦ୍ୟ, ନାଗ୍‌ସେରି,
ନୃତ୍ୟନାଚ , ନାଟ ,  ଆମର୍‌ ଗାଏଁ ରାତି ନାଟ୍‌ ଏତେରେଲା |
ନାତି , ନାତି , ଆଜା ନାତି ମନ୍କେ କତାନି ସୁନାଯ୍ତେରେଲା |
ନାତୁଣୀବୋହୂ , ନାତିଆନି ,
ନନା , ନାନା,
ନାଭି/ ନାହି/ନାଡ଼ି , ନାବ୍‌,
ନାଳ , ନାଲ୍‌,
ନିମନ୍ତ୍ରଣ , ନିଉତା,
ନିଜେ/ନିଜର/ନିଜେ , ନିଜ୍‌,
ନିଦା , ନିଦା,
ନିନ୍ଦା , ନିନ୍ଦା,
ନିଲିୟା , ନୀଳ,
ନିସ୍ତେଜ , ନିସ୍ବତାୟି,
ନିଶୁଣି , ନିସନି ଡାଙ୍‌,
ନୂଆଁ , ନୁଆ,
ନିଅ , ନେଂ,
ପାଉଁଜି , ପଉଁରି,
ପାଚିବା ପଚିବା , ପକ,
ପରି , ପଳି,
ପଛ , ପଚ,
ପଛ ଭାଗ (ଘରର), ପଚା,
ପହଞ୍ଚୁବା , ପଚ୍‌,
ପେଟ , ପଟା,
ପାଣିରେ ତିନ୍ତି ନଷ୍ଟ ହେବା , ପଟମ୍‌,
ପୌଷମାସ , ପଡ଼୍‌,
ପଣ୍ଡିତିଆ , ପଣିତ-କରିଯା,
ପଢ଼ , ପଡ଼୍‌,
ପତ୍ରପୃଷ୍ଠା , ପତର୍‌,
ପାପୁଲି , ପଦମ୍‌,
ପାପୁଲିଏ (ଜିନିଷ), ପଦମେକ,
ପନ୍ଦର , ପଦର୍‌,
ପଣସ , ପନସ,
ପବିତ୍ର , ପବିତ୍‌,
ପରଲୋକ , ପର୍‌,
ପହଁରିବା , ପର୍‌,
ପରବର୍ଷ , ପରୁ,
ତେଲ ଓ ମସଲା , ପରଝିଜା,
ପରିବା କାଟିବା , ପଲ୍‌,
ପରିବା କାଟିବା , ପମ୍‌,
ପ୍ରବାଳ ପୋହଳା , ପଲା,
ପଳଖା , ପଲ୍କା,
ପାଇବା , ପା,
ସେନିକ , ପାଇକ୍‌,
ପାଦ/ ପାହୁଲ , ପାଉ/ପାଉଲା,
ପ୍ରହରି/ ଜଗୁଆଳି , ପାଉରା,
ପାଖରେ , ପାକ,
ପାଖୁଡ଼ା , ପାକ୍ଡ଼ା,
ପଥର , ପଗଡ଼ି,
ପାକୁଳି କରିବା , ପାଗଲ୍‌,
ପାଟିବା , ପାଚ୍‌,
ପାଞ୍ଚ , ପଚ୍‌,
